"Name","Team","G","PA","HR","R","RBI","SB","BB%","K%","ISO","BABIP","AVG","OBP","SLG","wOBA","wRC+","BsR","Off","Def","WAR","playerid"
"Nate Schierholtz","- - -","799","2275","52","238","228","30","5.9%","17.9%",".152",".288",".253",".302",".405",".307","92","10.5","-12.0","-6.6","5.2","6201"
"Shad Barry","- - -","1100","4465","10","516","391","140","6.2%","",".063","",".267",".321",".330",".316","94","-2.5","-35.4","-71.1","5.2","1000619"
"Ike Caveney","Reds","466","1751","13","173","196","15","5.5%","7.2%",".094",".276",".260",".307",".354",".309","75","1.0","-58.1","49.4","5.2","1002094"
"Pete Coscarart","- - -","864","3355","28","399","269","34","8.8%","10.8%",".086",".269",".243",".314",".329",".308","79","5.2","-77.5","26.0","5.2","1002649"
"Sean Burroughs","- - -","528","1823","12","187","143","20","6.5%","12.2%",".077",".314",".278",".335",".355",".306","88","1.6","-24.4","17.6","5.2","1021"
"Joe Orsulak","- - -","1494","4714","57","559","405","93","6.7%","8.5%",".100",".288",".273",".324",".374",".312","92","-6.5","-52.1","-54.4","5.2","1009852"
"Johnny Gooch","- - -","805","2613","7","227","293","11","7.9%","5.4%",".075",".296",".280",".342",".355",".328","82","2.6","-63.0","27.4","5.2","1004848"
"Grover Gilmore","Packers","258","1059","2","144","79","42","5.9%","14.9%",".099",".342",".286",".341",".385",".350","110","6.3","18.4","-2.1","5.2","1004733"
"Billy Sunday","- - -","499","2155","12","339","170","246","6.2%","10.6%",".069",".275",".248",".300",".317",".296","91","28.2","0.0","-22.9","5.2","1012723"
"Ron Kittle","- - -","843","3013","176","356","460","16","7.8%","24.7%",".234",".259",".239",".306",".473",".341","110","-3.8","30.3","-80.0","5.2","1006982"
"Jimmy McAleer","- - -","1018","4414","12","619","469","262","8.3%","7.5%",".057",".276",".253",".322",".311",".312","78","11.8","-149.3","9.4","5.2","1008322"
"Justin Ruggiano","- - -","483","1479","53","164","163","40","7.7%","26.6%",".178",".322",".256",".318",".434",".329","108","-6.3","7.6","-4.7","5.2","7620"
"Johnny Vergez","- - -","672","2537","52","258","292","22","6.7%","11.9%",".130",".275",".255",".311",".385",".321","87","3.8","-39.9","9.3","5.2","1013413"
"Ralph Hodgin","- - -","530","1822","4","198","188","7","5.3%","3.5%",".082",".294",".285",".330",".367",".330","97","-3.3","-12.8","1.7","5.2","1005888"
"Brian Hunter","- - -","1000","3659","25","500","241","260","6.6%","15.9%",".083",".309",".264",".313",".346",".296","73","27.3","-104.1","31.0","5.2","562"
"Jack Perconte","- - -","433","1630","2","191","76","78","9.1%","7.5%",".059",".292",".270",".340",".329",".308","87","10.2","-15.7","12.9","5.2","1010177"
"Bob Bailor","- - -","955","3206","9","339","222","90","5.8%","5.1%",".061",".275",".264",".310",".325",".289","75","4.2","-88.0","34.1","5.2","1000433"
"Babe Borton","- - -","317","1142","4","139","136","21","14.0%","9.9%",".082",".289",".270",".381",".352",".362","118","0.2","23.0","-9.3","5.2","1001209"
"Brent Mayne","- - -","1279","4084","38","359","403","18","9.1%","14.2%",".085",".301",".263",".332",".348",".302","74","-13.4","-143.8","62.4","5.2","614"
"Mike Anderson","- - -","721","1675","28","159","134","8","9.6%","20.5%",".116",".299",".246",".319",".362",".309","87","-2.8","-28.3","25.8","5.2","1000237"
"Eduardo Nunez","- - -","796","2832","56","340","289","136","4.6%","13.2%",".131",".304",".279",".314",".410",".313","93","6.7","-15.4","-27.4","5.1","6848"
"Admiral Schlei","- - -","636","2169","6","195","209","38","7.9%","9.1%",".058",".213",".237",".307",".296",".299","85","-6.9","-43.4","18.3","5.1","1011566"
"Olmedo Saenz","- - -","733","1893","73","226","275","3","7.8%","18.8%",".201",".290",".263",".340",".465",".347","109","-6.6","15.8","-26.6","5.1","937"
"Bud Stewart","- - -","773","2335","32","288","260","29","10.8%","6.7%",".125",".278",".268",".351",".393",".349","101","-3.9","-1.6","-24.4","5.1","1012517"
"Ike Boone","- - -","356","1313","26","177","194","3","10.5%","5.1%",".154",".324",".321",".394",".475",".399","120","0.5","36.8","-28.5","5.1","1001187"
"Matt Batts","- - -","546","1772","26","163","220","6","8.1%","9.2%",".121",".286",".269",".329",".391",".332","87","0.3","-27.7","20.3","5.1","1000677"
"Otto Krueger","- - -","507","1948","5","230","196","48","8.2%","",".071","",".251",".326",".322",".315","95","-3.9","-12.2","-3.3","5.1","1007177"
"Al Scheer","- - -","281","1080","5","141","105","41","10.7%","7.5%",".111",".304",".281",".368",".392",".369","120","6.1","30.9","-16.9","5.1","1011530"
"Carl Sawatski","- - -","633","1661","58","133","213","2","11.5%","15.1%",".159",".254",".242",".330",".401",".322","91","1.0","-18.2","12.6","5.1","1011475"
"Dave Revering","- - -","557","2003","62","205","234","2","7.4%","12.0%",".164",".274",".265",".318",".430",".330","106","-3.4","10.6","-25.5","5.1","1010855"
"Akinori Iwamura","- - -","408","1755","16","222","117","32","10.4%","18.8%",".107",".328",".267",".345",".375",".322","96","6.0","-2.2","-5.3","5.1","7781"
"Stu Martin","- - -","722","2481","16","322","183","36","7.7%","7.5%",".093",".286",".268",".327",".361",".322","86","6.1","-36.0","12.1","5.1","1008198"
"Wilmer Flores","Mets","581","2011","68","214","253","3","5.2%","13.0%",".163",".269",".262",".303",".424",".312","99","-11.3","-13.7","-0.3","5.1","5827"
"Bill Crowley","- - -","521","2159","8","263","225","0","4.7%","8.6%",".073",".286",".263",".297",".336",".292","102","0.0","5.3","-29.0","5.1","1002826"
"Miguel Cairo","- - -","1490","4392","41","504","394","139","5.5%","11.0%",".097",".289",".264",".314",".361",".299","77","16.1","-114.3","17.6","5.1","1412"
"Ernie Courtney","- - -","558","2182","5","226","200","35","8.6%","",".053","",".245",".321",".298",".307","93","-8.4","-24.9","-2.2","5.1","1002677"
"Moose McCormick","- - -","418","1375","6","165","133","30","6.7%","16.8%",".106",".361",".285",".340",".391",".354","122","-3.4","29.2","-31.9","5.1","1008421"
"Larry Rosenthal","- - -","579","1765","22","240","189","13","14.2%","11.0%",".129",".291",".263",".370",".392",".358","99","-2.2","-2.3","-8.4","5.1","1011211"
"Charlie Ganzel","- - -","786","3176","10","421","412","60","5.1%","4.0%",".071",".268",".259",".301",".330",".302","77","-17.5","-135.6","53.0","5.1","1004485"
"Mike Muldoon","- - -","495","2030","10","254","187","12","4.5%","11.4%",".090",".263",".233",".270",".323",".274","91","-0.6","-30.3","11.2","5.1","1009290"
"Daryl Boston","- - -","1058","2901","83","378","278","98","8.2%","16.2%",".161",".274",".249",".312",".410",".320","96","-1.1","-17.7","-31.2","5.1","1001219"
"Jose Vizcaino","- - -","1820","5918","36","633","480","74","6.4%","12.3%",".075",".305",".270",".318",".346",".296","76","-10.4","-192.9","47.7","5.1","577"
"Catfish Metkovich","- - -","1055","3955","47","476","373","61","7.8%","9.1%",".106",".279",".261",".322",".367",".325","90","1.2","-48.9","-31.4","5.1","1008809"
"Matt Murton","- - -","346","1058","29","134","112","10","8.8%","14.1%",".150",".312",".286",".352",".436",".344","101","-1.3","0.5","16.3","5.1","6307"
"Jarrod Saltalamacchia","- - -","895","3191","110","377","381","5","9.5%","30.8%",".176",".310",".232",".306",".408",".313","90","-2.3","-40.6","-17.7","5.1","5557"
"Ike Davis","- - -","667","2392","81","260","291","7","12.3%","22.5%",".175",".281",".239",".332",".414",".327","108","-11.0","11.0","-35.8","5.0","8433"
"Trevor Plouffe","- - -","830","3234","106","364","379","12","7.6%","20.9%",".168",".278",".242",".304",".410",".312","94","-11.6","-34.3","-26.9","5.0","7462"
"Harry Schafer","Red Stockings","367","1665","4","339","221","23","0.7%","2.5%",".065",".277",".272",".277",".337",".279","94","-3.5","-23.7","16.3","5.0","1011510"
"Glenn Myatt","- - -","1004","2989","38","346","387","20","8.3%","6.5%",".121",".280",".270",".334",".391",".336","84","-1.3","-66.5","12.0","5.0","1009414"
"Ryan Raburn","- - -","947","2734","93","340","358","16","7.7%","25.0%",".183",".311",".253",".316",".436",".327","99","8.5","6.6","-49.9","5.0","2218"
"Rip Repulski","- - -","928","3378","106","407","416","25","6.1%","12.8%",".167",".281",".269",".319",".436",".336","97","-4.7","-19.2","-33.8","5.0","1010842"
"Guy Curtright","White Sox","331","1227","9","147","108","20","11.6%","10.1%",".098",".306",".276",".363",".374",".355","117","-4.1","18.3","-11.3","5.0","1002907"
"Bob Boyd","- - -","693","2152","19","253","175","9","7.8%","5.3%",".095",".302",".293",".349",".388",".332","106","-3.7","11.1","-29.7","5.0","1001275"
"Bill White","- - -","466","1965","6","272","205","76","6.4%","",".071","",".241",".292",".312",".287","86","-5.3","-47.6","25.5","5.0","1013854"
"Jake Marisnick","- - -","565","1532","44","197","144","63","5.4%","29.8%",".148",".299",".226",".278",".374",".282","78","10.8","-27.8","25.7","5.0","11339"
"Jimmy Knowles","- - -","357","1481","9","185","132","83","6.0%","15.5%",".089",".239",".241",".288",".329",".294","93","6.0","-10.6","13.8","5.0","1007059"
"Mike Sharperson","- - -","557","1383","10","149","123","22","10.1%","11.1%",".084",".312",".280",".355",".364",".327","107","-1.5","7.8","-7.2","5.0","1011809"
"Tom Foley","- - -","1108","2988","32","248","263","32","7.8%","13.0%",".100",".272",".244",".303",".344",".286","76","-6.0","-88.7","40.3","5.0","1004200"
"Dion James","- - -","917","3074","32","362","266","43","10.3%","10.0%",".103",".314",".288",".364",".392",".340","109","-7.6","27.1","-78.7","5.0","1006349"
"Rhys Hoskins","Phillies","203","872","52","126","144","7","14.2%","22.5%",".276",".265",".249",".364",".525",".376","135","3.9","42.2","-20.8","5.0","16472"
"Bill Knickerbocker","- - -","907","3753","28","423","368","25","6.5%","6.3%",".098",".290",".276",".326",".374",".325","79","-16.7","-126.3","42.7","5.0","1007037"
"Kiddo Davis","- - -","574","1996","19","281","171","32","7.1%","7.1%",".110",".298",".282",".336",".393",".336","93","5.8","-11.8","-1.7","5.0","1003064"
"Harry Anderson","- - -","484","1785","60","199","242","3","8.9%","16.3%",".185",".287",".264",".334",".450",".341","105","-0.9","10.8","-20.5","5.0","1000230"
"Billy Maloney","- - -","696","2762","6","294","177","155","5.9%","",".063","",".236",".294",".299",".292","84","13.7","-34.6","-10.2","5.0","1008034"
"Turner Ward","- - -","626","1790","39","210","219","33","10.4%","13.8%",".137",".273",".251",".332",".388",".320","88","0.1","-28.1","18.3","5.0","1013625"
"John Sneed","- - -","263","1131","4","197","130","68","11.7%","6.8%",".081",".277",".268",".364",".349",".353","117","1.2","29.5","-13.7","5.0","1012226"
"Bill Craver","- - -","339","1594","2","330","229","35","1.7%","2.1%",".084",".296",".290",".302",".374",".308","107","-0.7","20.0","-11.9","5.0","1002736"
"Buzz Boyle","- - -","366","1474","12","185","125","24","7.9%","8.5%",".106",".313",".290",".347",".395",".344","103","4.3","9.3","-7.1","5.0","1001285"
"Ramon Castro","- - -","567","1603","67","155","217","2","9.4%","23.4%",".187",".272",".237",".310",".424",".315","89","-10.0","-34.0","29.9","5.0","514"
"Scott Servais","- - -","820","2778","63","243","319","3","6.6%","14.7%",".130",".268",".245",".306",".375",".299","77","-2.2","-81.8","41.8","5.0","1011756"
"Dave Hansen","- - -","1230","2101","35","187","222","5","13.5%","15.8%",".109",".299",".260",".360",".369",".328","101","-4.0","2.4","-19.5","4.9","1403"
"Ruben Rivera","- - -","662","1818","64","237","203","50","10.2%","28.1%",".177",".272",".216",".307",".393",".309","83","4.7","-36.5","26.3","4.9","1550"
"Duffy Dyer","- - -","720","2266","30","151","173","10","10.1%","18.3%",".093",".264",".221",".306",".315",".282","73","1.0","-70.7","43.5","4.9","1003613"
"Dick Brown","- - -","636","2030","62","175","223","7","5.9%","17.5%",".136",".268",".244",".291",".380",".293","80","-0.5","-49.8","38.2","4.9","1001510"
"Buck Rodgers","Angels","932","3353","31","259","288","17","7.0%","12.2%",".080",".256",".232",".288",".312",".267","71","-6.0","-113.9","70.6","4.9","1011098"
"Billy Taylor","- - -","274","1191","8","148","26","1","2.2%","7.4%",".115",".240",".277",".294",".393",".309","116","-0.3","26.4","-18.0","4.9","1012856"
"Mallex Smith","- - -","294","1041","7","126","74","72","8.6%","20.0%",".107",".349",".277",".346",".384",".321","103","10.1","13.5","0.1","4.9","13608"
"Dale Berra","- - -","853","2853","49","236","278","32","7.4%","14.8%",".107",".263",".236",".294",".344",".282","72","-0.4","-92.4","46.9","4.9","1000896"
"Joe Lahoud","- - -","791","2265","65","239","218","20","13.6%","15.0%",".149",".239",".223",".334",".372",".327","106","-2.9","10.9","-34.6","4.9","1007256"
"Phil Roof","- - -","856","2404","43","190","210","11","7.7%","21.0%",".104",".261",".215",".283",".319",".276","72","-0.9","-74.1","51.6","4.9","1011182"
"Red Killefer","- - -","467","1794","3","181","116","57","7.1%","5.5%",".066",".283",".248",".328",".314",".319","100","-1.7","-0.6","-11.4","4.9","1006907"
"Bob Stinson","- - -","652","1918","33","166","180","8","10.5%","13.2%",".106",".275",".250",".337",".356",".318","94","-1.8","-14.5","-2.9","4.9","1012544"
"Terrence Long","- - -","890","3325","69","428","376","27","6.8%","13.8%",".135",".295",".269",".318",".404",".313","88","0.0","-49.7","-14.1","4.9","927"
"Charlie Hanford","- - -","232","842","12","110","112","47","5.2%","12.9%",".134",".313",".280",".323",".414",".352","108","7.5","15.7","3.1","4.9","1005308"
"Marty Sullivan","- - -","398","1787","26","280","220","99","9.1%","9.4%",".122",".291",".273",".341",".395",".350","105","-3.2","10.2","-21.3","4.9","1012705"
"Tim O'Rourke","- - -","387","1725","1","272","204","81","11.4%","4.3%",".061",".309",".291",".380",".352",".363","108","-2.9","14.0","-20.9","4.9","1009845"
"Johnny Cooney","- - -","1172","3675","2","409","219","30","5.7%","2.9%",".056",".295",".286",".329",".342",".315","86","3.1","-59.9","-7.7","4.8","1002588"
"Jackie Hayes","- - -","1091","4471","20","494","493","34","6.9%","5.4%",".080",".278",".265",".318",".344",".310","70","-8.6","-193.3","78.5","4.8","1005528"
"Leo Durocher","- - -","1637","5827","24","575","567","31","6.5%","8.2%",".074",".267",".247",".299",".320",".290","65","2.1","-260.9","116.3","4.8","1003596"
"Jose Lopez","- - -","1036","4089","92","421","480","25","3.7%","11.5%",".134",".276",".262",".292",".395",".298","82","-22.1","-112.7","20.9","4.8","3114"
"Bunk Congalton","- - -","307","1267","6","115","128","31","4.5%","",".061","",".290",".326",".351",".330","112","-2.7","12.1","-10.7","4.8","1002499"
"Mike Fontenot","- - -","582","1586","27","175","163","17","8.8%","18.2%",".137",".312",".265",".332",".401",".322","93","5.6","-8.5","7.0","4.8","3912"
"Brad Fullmer","- - -","807","3065","114","395","442","32","7.0%","12.2%",".207",".286",".279",".336",".486",".350","108","-1.7","28.7","-82.8","4.8","13"
"Don Robinson","- - -","548","665","13","47","69","0","2.4%","25.3%",".098",".295",".231",".252",".330",".261","60","-0.5","-30.4","54.5","4.8","1011061"
"Dick Williams","- - -","1023","3265","70","358","331","12","7.0%","12.0%",".132",".277",".260",".312",".392",".314","91","-4.6","-42.0","-10.1","4.8","1013991"
"Shane Halter","- - -","690","2109","45","201","197","17","6.9%","19.6%",".139",".290",".246",".303",".385",".301","81","-7.8","-58.5","33.9","4.8","468"
"Herbert Perry","- - -","529","1889","55","241","246","12","6.8%","15.4%",".165",".297",".272",".335",".436",".336","97","-5.9","-13.9","-2.1","4.8","1270"
"Bob Oliver","- - -","847","3123","94","293","419","17","5.0%","18.0%",".145",".285",".256",".295",".400",".311","98","-1.1","-10.5","-40.3","4.8","1009774"
"Devon Travis","Blue Jays","316","1245","35","155","153","14","4.9%","18.6%",".163",".315",".274",".314",".437",".322","102","3.1","5.8","-1.2","4.8","13862"
"Adam Wainwright","Cardinals","378","713","10","48","69","0","3.1%","28.6%",".109",".281",".203",".229",".312",".236","42","-1.2","-50.2","75.4","4.8","2233"
"Al Myers","- - -","833","3548","13","429","359","111","8.3%","7.5%",".075",".262",".245",".314",".320",".309","89","-13.9","-75.6","-3.4","4.8","1009416"
"Bob Wood","- - -","382","1367","2","149","168","15","6.5%","",".088","",".281",".339",".369",".340","100","-6.2","-4.4","4.7","4.8","1014211"
"John Coleman","- - -","629","2670","7","332","279","71","5.7%","9.9%",".088",".279",".257",".302",".345",".303","100","-4.9","-4.8","-41.6","4.8","1002424"
"Jim Kaat","- - -","910","1362","16","117","106","5","4.6%","26.9%",".082",".247",".185",".227",".267",".226","36","0.9","-97.9","102.2","4.8","1006660"
"Zack Greinke","- - -","463","542","6","42","26","8","4.4%","18.6%",".092",".265",".220",".259",".311",".252","53","1.3","-29.6","57.7","4.8","1943"
"Byron Buxton","Twins","306","1074","28","137","99","46","6.5%","31.7%",".157",".320",".230",".285",".387",".289","77","19.4","-10.4","21.3","4.8","14161"
"Bill DeLancey","Cardinals","219","686","19","79","85","1","12.4%","10.8%",".182",".305",".289",".380",".472",".388","126","-0.1","22.9","3.6","4.7","1003164"
"Bill Stein","- - -","959","3067","44","268","311","16","6.1%","13.5%",".103",".297",".267",".313",".370",".308","88","-2.7","-44.6","-10.7","4.7","1012463"
"Carden Gillenwater","- - -","335","1175","11","129","114","20","13.0%","11.7%",".088",".292",".260",".359",".348",".343","99","2.5","1.1","7.4","4.7","1004709"
"Phil Tomney","Colonels","254","986","5","148","100","64","9.7%","11.1%",".080",".234",".232",".313",".313",".309","90","2.2","-12.7","29.7","4.7","1013112"
"Michael Morse","- - -","832","2813","105","296","355","6","6.3%","23.7%",".183",".331",".274",".331",".457",".343","117","-25.0","29.7","-71.9","4.7","3035"
